Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,Interview prediction
3516,Brown University,3.4,Phd,Boston,N/A,1,1,1,4,Lawyer,10/23,12/23,Chef,6/21,6/22,Chef,1/17,1/21,3.19,0
3517,Columbia University,3.9,Bachelors,New York City,M,N/A,0,N/A,3,Data scientist,2/19,2/20,Bus Driver,7/16,7/21,Data scientist,3/19,3/21,7.55,1
3518,Brown University,1.6,Phd,Washington D.C.,M,N/A,0,1,0,Junior SWE,1/13,1/14,Lawyer,6/20,10/20,Senior SWE,2/18,2/20,2.81,0
3519,Rhode Island School of Design,1.2,Masters,Los Angeles,F,N/A,1,N/A,0,Senior SWE,8/10,12/10,Junior SWE,3/23,12/23,Junior SWE,8/16,8/22,4.76,0
3520,SUNY New Paltz,3.1,Masters,New York City,M,N/A,0,0,1,ML Engineer,8/19,8/20,Bus Driver,3/23,8/23,Senior SWE,8/19,8/22,5.0,0
3521,SUNY New Paltz,3.8,Masters,Chicago,N/A,1,0,1,3,Chef,8/14,8/19,Junior SWE,6/11,6/16,N/A,N/A,N/A,0.97,0
3522,Brown University,2.3,Phd,Chicago,N/A,1,1,0,2,Chef,4/16,4/22,Data scientist,6/10,6/17,Data scientist,2/11,2/17,3.66,0
3523,Columbia University,1.6,Bachelors,Miami,N/A,1,1,N/A,2,Bus Driver,10/15,10/19,Lawyer,3/21,3/22,Senior SWE,8/10,8/13,3.97,0
3524,Rhode Island School of Design,3.8,Phd,Chicago,M,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.82,1
3525,SUNY New Paltz,1.9,Phd,Providence,N/A,0,0,1,4,Bus Driver,7/15,7/20,Junior SWE,7/16,7/18,Data scientist,12/10,12/16,2.42,0
3526,Columbia University,3.6,Masters,Miami,N/A,N/A,0,1,3,Senior SWE,3/10,3/13,Senior SWE,1/16,1/19,N/A,N/A,N/A,1.86,0
3527,Providence College,2.5,Bachelors,Chicago,N/A,N/A,1,1,4,Lawyer,3/23,9/23,Data scientist,7/23,12/23,N/A,N/A,N/A,5.74,0
3528,Columbia University,3.9,Masters,Detroit,F,1,1,1,3,Data scientist,7/20,7/22,Chef,10/13,10/19,Chef,10/20,10/21,0.46,0
3529,Bentley University,1.2,Bachelors,Chicago,F,0,1,1,0,Lawyer,8/15,N/A,Bus Driver,9/14,9/19,Data scientist,5/10,5/14,7.87,0
3530,SUNY Binghamton University,1.6,Bachelors,Los Angeles,F,0,1,0,1,Bus Driver,1/10,1/18,ML Engineer,6/17,6/21,ML Engineer,9/19,9/21,4.18,0
3531,Columbia University,1.6,Masters,Boston,F,0,1,1,1,Junior SWE,5/23,8/23,Bus Driver,2/23,4/23,Bus Driver,2/11,2/18,6.77,0
3532,SUNY New Paltz,4.0,Masters,New York City,M,0,1,1,3,Data scientist,5/15,5/20,Junior SWE,7/16,7/22,Junior SWE,7/13,10/13,9.36,0
3533,Colgate University,2.8,Masters,Providence,M,1,1,0,1,Lawyer,6/13,6/18,Lawyer,8/21,9/21,Chef,1/13,1/15,6.04,0
3534,Providence College,2.5,Phd,Providence,N/A,1,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.28,0
3535,SUNY New Paltz,3.7,Bachelors,Washington D.C.,N/A,0,0,0,1,Chef,1/20,1/21,N/A,N/A,N/A,N/A,N/A,N/A,6.07,0
3536,Providence College,2.1,Bachelors,Washington D.C.,M,1,0,0,0,Senior SWE,8/12,8/16,Senior SWE,9/20,9/22,Chef,8/19,8/22,4.35,1
3537,Columbia University,1.3,Phd,Detroit,F,0,0,1,1,Senior SWE,12/21,1/22,Senior SWE,4/10,4/19,ML Engineer,2/22,9/22,7.45,0
3538,SUNY Binghamton University,1.9,Masters,Miami,F,0,1,1,2,Lawyer,8/13,8/15,Data scientist,1/21,1/22,Senior SWE,10/22,12/22,7.44,0
3539,Brown University,2.7,Phd,Chicago,F,1,1,0,0,Senior SWE,3/16,3/17,N/A,N/A,N/A,N/A,N/A,N/A,3.51,0
3540,SUNY New Paltz,1.5,Masters,Providence,F,1,0,0,1,Bus Driver,12/14,N/A,Chef,3/20,3/22,Bus Driver,2/20,2/21,9.83,0
3541,Columbia University,1.9,Masters,Los Angeles,M,1,1,1,3,Bus Driver,8/10,8/11,Junior SWE,8/20,8/22,ML Engineer,6/10,6/17,4.33,0
3542,Bentley University,2.2,Phd,New York City,N/A,N/A,1,N/A,3,ML Engineer,5/14,5/22,Senior SWE,6/22,10/22,Lawyer,12/22,1/23,3.82,0
3543,Columbia University,3.8,Phd,Providence,F,0,0,N/A,1,Data scientist,2/12,2/16,Senior SWE,6/10,6/16,Junior SWE,7/17,7/20,5.44,0
3544,SUNY New Paltz,1.5,Bachelors,Miami,M,N/A,1,1,0,Lawyer,5/20,6/20,N/A,N/A,N/A,N/A,N/A,N/A,2.26,0
3545,SUNY New Paltz,2.1,Masters,Miami,M,0,0,N/A,2,Senior SWE,9/21,9/22,Bus Driver,9/19,9/22,Senior SWE,11/21,12/21,7.5,1
3546,Brown University,2.4,Masters,Washington D.C.,F,0,0,N/A,2,Bus Driver,12/23,1/24,Chef,2/14,2/15,Junior SWE,1/10,1/13,6.85,0
3547,Providence College,1.6,Phd,Los Angeles,F,N/A,1,N/A,1,Senior SWE,5/12,5/21,Junior SWE,1/19,7/19,Chef,5/17,5/18,8.63,0
3548,SUNY New Paltz,1.5,Masters,Boston,N/A,0,1,N/A,0,Senior SWE,3/12,3/16,Lawyer,1/12,1/15,Lawyer,2/22,7/22,2.31,0
3549,Rhode Island School of Design,3.5,Phd,Providence,N/A,N/A,0,0,0,Chef,2/19,2/22,Chef,4/12,4/17,Lawyer,8/19,8/20,0.12,0
3550,Providence College,1.8,Bachelors,Miami,M,1,0,N/A,1,Bus Driver,1/21,1/22,Junior SWE,9/23,12/23,Chef,3/20,3/21,8.74,0
3551,SUNY Binghamton University,2.2,Phd,Boston,M,1,1,1,2,Bus Driver,4/23,12/23,N/A,N/A,N/A,N/A,N/A,N/A,8.16,0
3552,Rhode Island School of Design,3.8,Masters,Washington D.C.,M,1,0,0,0,Data scientist,1/19,10/19,Senior SWE,9/17,9/21,Data scientist,3/18,3/20,1.04,0
3553,SUNY Binghamton University,2.5,Phd,Providence,F,N/A,1,0,0,Junior SWE,3/22,11/22,N/A,N/A,N/A,N/A,N/A,N/A,0.13,0
3554,SUNY New Paltz,2.7,Phd,Boston,M,N/A,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.71,1
3555,Bentley University,2.5,Phd,Detroit,F,N/A,1,N/A,4,Bus Driver,8/14,8/22,Chef,6/14,12/14,N/A,N/A,N/A,2.32,0
3556,SUNY New Paltz,3.5,Masters,Detroit,M,1,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.46,1
3557,Bentley University,3.5,Phd,Los Angeles,M,0,0,N/A,0,Senior SWE,3/21,5/21,ML Engineer,6/12,6/15,Senior SWE,6/20,6/22,2.6,0
3558,Rhode Island School of Design,1.7,Bachelors,Providence,M,0,0,0,1,Bus Driver,6/23,9/23,Bus Driver,7/21,7/22,Data scientist,3/20,10/20,2.73,0
3559,SUNY New Paltz,2.6,Masters,New York City,F,1,0,N/A,0,Lawyer,11/13,11/17,Chef,12/18,12/22,ML Engineer,7/10,7/17,1.41,0
3560,Rhode Island School of Design,3.1,Phd,Chicago,N/A,0,0,0,4,Data scientist,12/16,1/17,Senior SWE,1/21,11/21,Junior SWE,2/23,7/23,7.13,0
3561,Providence College,3.6,Masters,Detroit,M,N/A,1,N/A,3,Chef,11/19,12/19,Data scientist,6/16,6/18,Data scientist,5/18,5/20,3.21,0
3562,Rhode Island School of Design,3.4,Phd,Miami,M,1,0,N/A,3,Junior SWE,3/16,3/21,Senior SWE,2/17,3/17,Data scientist,12/22,1/23,2.88,1
3563,SUNY New Paltz,3.5,Phd,Detroit,M,0,0,N/A,1,Chef,2/22,10/22,Junior SWE,7/18,7/19,Lawyer,2/21,8/21,1.0,0
3564,Columbia University,3.8,Masters,New York City,M,1,1,N/A,0,Junior SWE,4/13,4/20,Data scientist,12/15,12/17,Chef,12/11,12/13,5.7,0
3565,Colgate University,3.5,Phd,Chicago,N/A,N/A,1,0,2,Junior SWE,1/18,1/20,Chef,9/17,10/17,Bus Driver,10/22,12/22,3.88,0
3566,Rhode Island School of Design,2.2,Phd,Chicago,F,1,1,1,4,Bus Driver,8/18,8/20,Chef,7/10,7/12,Senior SWE,5/23,11/23,3.67,0
3567,Providence College,2.6,Bachelors,Providence,F,1,0,0,0,Junior SWE,11/20,11/22,Chef,7/21,8/21,Data scientist,8/16,8/20,2.22,0
3568,Rhode Island School of Design,4.0,Masters,Los Angeles,M,N/A,0,N/A,0,Chef,6/10,6/20,N/A,N/A,N/A,N/A,N/A,N/A,2.63,0
3569,SUNY New Paltz,2.0,Masters,Chicago,F,N/A,1,N/A,0,Junior SWE,1/18,1/21,Data scientist,1/13,1/19,Lawyer,10/16,12/16,3.27,0
3570,Brown University,4.0,Phd,Providence,M,1,1,1,2,Junior SWE,9/19,11/19,Chef,1/16,10/16,Lawyer,6/15,6/18,0.32,0
3571,SUNY Binghamton University,3.6,Masters,Washington D.C.,F,N/A,0,1,2,Senior SWE,1/11,1/15,Senior SWE,11/22,12/22,Bus Driver,1/17,1/21,7.66,0
3572,Brown University,2.5,Masters,New York City,F,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.47,0
3573,Rhode Island School of Design,3.6,Masters,Los Angeles,N/A,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.02,0
3574,SUNY Binghamton University,1.5,Bachelors,Washington D.C.,F,0,1,0,3,ML Engineer,6/13,6/21,Senior SWE,7/22,12/22,N/A,N/A,N/A,5.23,0
3575,Colgate University,2.4,Bachelors,Providence,N/A,N/A,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.59,0
3576,Providence College,2.1,Masters,Los Angeles,F,N/A,0,0,1,Chef,1/15,1/21,Data scientist,9/13,9/19,N/A,N/A,N/A,3.56,0
3577,SUNY Binghamton University,2.6,Masters,Boston,F,1,0,1,1,Lawyer,2/20,2/22,Junior SWE,10/12,10/22,Junior SWE,10/22,12/22,0.83,0
3578,Brown University,2.6,Bachelors,New York City,N/A,1,1,N/A,2,Senior SWE,5/23,7/23,Chef,8/13,8/15,Chef,10/19,10/22,6.88,0
3579,Brown University,2.1,Bachelors,Chicago,F,0,0,1,2,Bus Driver,8/13,8/15,Senior SWE,6/21,6/22,Senior SWE,2/11,2/22,4.45,0
3580,SUNY Binghamton University,3.2,Phd,Washington D.C.,N/A,1,1,0,3,Junior SWE,10/23,11/23,Lawyer,5/17,8/17,Chef,10/14,10/20,6.77,0
3581,SUNY New Paltz,3.1,Phd,Miami,F,1,1,0,2,Lawyer,12/15,12/21,Senior SWE,12/22,1/23,N/A,N/A,N/A,6.54,0
3582,Providence College,1.7,Phd,Providence,F,0,0,N/A,1,Junior SWE,2/16,2/21,Junior SWE,5/13,5/21,Bus Driver,6/18,6/21,8.29,1
3583,Brown University,2.7,Masters,New York City,N/A,1,0,N/A,2,ML Engineer,1/19,1/21,Senior SWE,12/13,12/15,Bus Driver,12/13,12/15,8.7,0
3584,SUNY New Paltz,2.3,Phd,Washington D.C.,M,0,1,N/A,3,Junior SWE,10/15,10/20,Chef,9/22,10/22,Senior SWE,5/12,5/15,2.57,0
3585,SUNY Binghamton University,2.3,Masters,Chicago,F,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.57,1
3586,Columbia University,3.8,Phd,Washington D.C.,N/A,1,1,0,3,Junior SWE,1/16,N/A,Data scientist,11/16,12/16,N/A,N/A,N/A,8.18,0
3587,Rhode Island School of Design,3.9,Masters,Providence,N/A,0,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.45,0
3588,Rhode Island School of Design,1.7,Phd,Washington D.C.,F,N/A,1,0,4,Senior SWE,5/13,5/19,ML Engineer,10/21,10/22,Lawyer,9/22,11/22,2.51,0
3589,Columbia University,3.7,Phd,Washington D.C.,M,N/A,0,1,3,ML Engineer,2/14,2/19,ML Engineer,6/18,6/22,Data scientist,7/21,7/22,3.98,0
3590,Providence College,1.2,Bachelors,New York City,M,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.66,0
3591,SUNY New Paltz,1.8,Phd,Boston,N/A,0,0,1,1,Senior SWE,6/21,6/22,Lawyer,6/15,6/22,Senior SWE,5/18,5/20,0.74,0
3592,Colgate University,3.8,Phd,New York City,M,1,0,N/A,0,ML Engineer,5/18,N/A,Data scientist,3/13,3/18,Senior SWE,8/10,8/17,3.49,0
3593,Providence College,3.5,Masters,Chicago,F,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.8,1
3594,SUNY New Paltz,3.0,Phd,New York City,F,N/A,1,0,1,Chef,11/17,11/20,N/A,N/A,N/A,N/A,N/A,N/A,3.11,1
3595,Bentley University,3.6,Phd,Boston,M,0,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.47,0
3596,Providence College,1.4,Masters,Providence,M,N/A,0,N/A,4,Bus Driver,1/13,1/20,N/A,N/A,N/A,N/A,N/A,N/A,6.44,0
3597,SUNY New Paltz,1.5,Bachelors,Detroit,F,N/A,0,N/A,4,ML Engineer,5/18,5/21,Chef,1/14,1/22,Lawyer,4/11,4/18,4.64,0
3598,Brown University,2.4,Phd,Los Angeles,F,1,0,1,2,Bus Driver,4/13,4/15,ML Engineer,4/14,8/14,Senior SWE,7/19,7/22,7.5,0
3599,Bentley University,2.8,Bachelors,Chicago,N/A,1,0,0,0,Chef,3/11,N/A,Senior SWE,9/13,9/22,Bus Driver,12/17,12/22,8.06,0
3600,Bentley University,3.6,Phd,Detroit,F,1,1,N/A,3,ML Engineer,6/19,6/20,Bus Driver,10/13,10/22,Bus Driver,5/16,5/21,5.81,1
3601,Colgate University,2.9,Bachelors,Washington D.C.,N/A,1,1,N/A,3,ML Engineer,4/23,7/23,N/A,N/A,N/A,N/A,N/A,N/A,9.15,0
3602,Columbia University,2.6,Masters,Providence,N/A,0,0,0,4,ML Engineer,5/21,12/21,Junior SWE,2/12,2/17,Lawyer,3/16,3/17,9.21,0
3603,SUNY Binghamton University,3.1,Phd,Boston,N/A,1,1,N/A,0,Bus Driver,6/23,9/23,ML Engineer,5/13,5/17,Senior SWE,5/23,7/23,0.92,0
3604,Bentley University,3.1,Phd,Chicago,M,1,0,0,0,Bus Driver,8/11,8/16,Data scientist,3/15,3/18,Chef,3/23,12/23,9.48,1
3605,SUNY New Paltz,3.6,Bachelors,Washington D.C.,F,0,0,1,3,ML Engineer,11/14,N/A,Bus Driver,6/22,11/22,Bus Driver,10/19,10/22,1.18,1
3606,SUNY New Paltz,2.1,Bachelors,New York City,M,0,0,0,4,Chef,7/11,N/A,Senior SWE,5/20,10/20,Bus Driver,11/23,12/23,4.6,1
3607,Bentley University,2.1,Masters,Boston,N/A,N/A,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.9,0
3608,SUNY Binghamton University,2.1,Bachelors,Chicago,F,N/A,0,1,3,ML Engineer,7/18,7/22,ML Engineer,8/15,8/16,Data scientist,5/18,11/18,1.07,0
3609,Columbia University,2.9,Bachelors,Detroit,F,0,1,N/A,2,Data scientist,9/18,9/20,Senior SWE,9/11,9/22,Bus Driver,6/13,6/18,7.96,0
3610,SUNY New Paltz,3.3,Masters,Washington D.C.,M,1,0,N/A,4,Data scientist,11/18,11/20,Junior SWE,11/11,11/13,Bus Driver,11/10,11/12,7.64,0
3611,SUNY Binghamton University,1.5,Bachelors,Boston,F,0,0,0,4,Senior SWE,7/14,7/18,ML Engineer,5/20,5/21,Lawyer,4/10,7/10,0.37,0
3612,SUNY Binghamton University,1.2,Bachelors,Washington D.C.,N/A,N/A,1,1,0,Chef,4/14,4/17,Chef,3/14,3/22,Senior SWE,8/11,12/11,9.48,0
3613,SUNY Binghamton University,1.9,Phd,Providence,M,1,0,1,1,Lawyer,11/14,12/14,ML Engineer,1/17,1/18,Bus Driver,1/10,1/12,6.37,0
3614,Rhode Island School of Design,1.8,Phd,Chicago,M,1,0,1,4,Junior SWE,2/17,2/22,Junior SWE,1/20,1/21,ML Engineer,4/12,4/21,2.88,1
3615,Brown University,1.4,Phd,Chicago,M,N/A,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.36,1
3616,Colgate University,1.3,Bachelors,Boston,M,1,0,N/A,3,Data scientist,12/21,12/22,Senior SWE,5/10,5/12,Chef,12/15,12/19,7.15,0
3617,Rhode Island School of Design,2.0,Phd,Chicago,M,1,0,0,1,Lawyer,3/13,3/19,N/A,N/A,N/A,N/A,N/A,N/A,1.53,0
3618,Columbia University,2.7,Phd,Detroit,N/A,1,0,0,1,Senior SWE,6/15,6/16,Junior SWE,5/12,5/20,N/A,N/A,N/A,8.24,0
3619,Colgate University,1.9,Phd,Boston,F,1,1,0,2,Senior SWE,10/13,10/15,Junior SWE,10/18,10/19,Chef,3/16,3/22,8.94,1
3620,Rhode Island School of Design,2.1,Bachelors,Detroit,M,N/A,0,N/A,0,Lawyer,4/10,4/11,Senior SWE,12/15,12/16,N/A,N/A,N/A,1.95,0
3621,Bentley University,3.9,Bachelors,Detroit,N/A,0,0,N/A,3,ML Engineer,10/23,11/23,Chef,2/11,2/16,Lawyer,3/21,3/22,5.19,0
3622,SUNY New Paltz,3.8,Bachelors,Providence,F,0,0,1,3,Lawyer,11/13,11/21,N/A,N/A,N/A,N/A,N/A,N/A,8.32,0
3623,Columbia University,3.0,Bachelors,Detroit,F,N/A,1,0,1,Junior SWE,1/14,1/17,Bus Driver,5/10,5/18,N/A,N/A,N/A,7.94,1
3624,SUNY New Paltz,2.9,Phd,Boston,M,0,1,1,4,ML Engineer,5/14,5/19,Bus Driver,6/11,6/19,Junior SWE,2/13,2/18,3.21,1
3625,Rhode Island School of Design,1.9,Bachelors,Providence,N/A,1,1,1,4,Chef,4/14,N/A,Junior SWE,9/19,9/21,Chef,9/13,12/13,0.33,0
3626,Bentley University,3.1,Phd,Boston,F,1,0,0,2,Senior SWE,10/14,10/21,Lawyer,12/16,12/19,Data scientist,12/14,1/15,7.65,0
3627,Rhode Island School of Design,1.2,Bachelors,Los Angeles,F,1,1,N/A,2,Data scientist,5/21,10/21,N/A,N/A,N/A,N/A,N/A,N/A,6.37,0
3628,SUNY New Paltz,3.1,Masters,Miami,F,N/A,1,0,1,ML Engineer,4/23,11/23,Lawyer,2/17,9/17,ML Engineer,4/22,9/22,0.67,0
3629,Brown University,2.6,Masters,Los Angeles,F,0,1,0,4,Lawyer,9/16,9/18,Bus Driver,5/23,10/23,N/A,N/A,N/A,2.55,0
3630,SUNY Binghamton University,2.4,Bachelors,New York City,N/A,1,0,N/A,2,Data scientist,8/11,8/15,Junior SWE,11/18,12/18,Bus Driver,10/18,12/18,3.67,0
3631,SUNY New Paltz,3.1,Phd,Boston,F,1,1,N/A,2,Junior SWE,10/17,11/17,ML Engineer,7/18,7/21,ML Engineer,8/16,8/18,3.1,1
3632,Bentley University,2.3,Phd,Providence,F,0,0,0,4,ML Engineer,5/16,5/19,Senior SWE,12/19,1/20,ML Engineer,3/14,3/19,6.43,0
3633,SUNY New Paltz,1.6,Bachelors,New York City,F,1,1,N/A,2,Lawyer,7/20,9/20,ML Engineer,4/21,4/22,ML Engineer,1/17,1/22,8.43,0
3634,SUNY New Paltz,2.2,Bachelors,Providence,M,1,1,N/A,2,Chef,1/10,6/10,Chef,1/18,1/21,Junior SWE,5/16,5/22,0.15,1
3635,SUNY New Paltz,1.8,Masters,Miami,N/A,N/A,0,N/A,1,Senior SWE,1/14,1/18,Chef,6/22,12/22,Bus Driver,1/18,7/18,4.48,0
3636,Colgate University,2.3,Masters,Boston,N/A,0,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.14,0
3637,SUNY New Paltz,3.8,Bachelors,Los Angeles,F,0,1,0,3,Chef,12/22,1/23,ML Engineer,8/15,8/17,N/A,N/A,N/A,7.69,0
3638,Rhode Island School of Design,2.0,Masters,New York City,N/A,1,1,1,4,Junior SWE,9/17,9/18,Bus Driver,1/19,7/19,Data scientist,7/14,7/17,2.34,0
3639,Bentley University,1.4,Phd,Providence,N/A,0,0,1,1,ML Engineer,1/21,10/21,Bus Driver,9/11,10/11,Bus Driver,5/11,8/11,2.87,0
3640,Bentley University,2.5,Bachelors,Chicago,M,0,0,0,1,Data scientist,2/13,2/19,Senior SWE,10/14,10/20,N/A,N/A,N/A,2.5,1
3641,Brown University,2.9,Bachelors,New York City,M,0,0,0,1,Lawyer,9/15,9/21,N/A,N/A,N/A,N/A,N/A,N/A,5.01,0
3642,Bentley University,4.0,Masters,New York City,F,0,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.19,1
3643,SUNY Binghamton University,2.6,Phd,Los Angeles,M,N/A,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.18,1
3644,Bentley University,1.9,Bachelors,New York City,F,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.49,1
3645,Bentley University,2.2,Phd,Providence,F,0,1,0,4,ML Engineer,4/16,4/21,Lawyer,6/19,6/20,Chef,5/12,5/17,4.55,0
3646,Columbia University,2.0,Masters,New York City,N/A,N/A,1,N/A,1,Senior SWE,11/10,11/14,Senior SWE,4/12,4/22,Data scientist,10/14,10/16,3.78,0
3647,Providence College,1.7,Masters,Washington D.C.,N/A,0,1,1,4,Senior SWE,5/16,5/22,Bus Driver,1/21,1/22,ML Engineer,4/20,4/21,5.88,0
3648,SUNY Binghamton University,2.7,Bachelors,Detroit,F,1,0,N/A,4,Chef,9/11,9/19,N/A,N/A,N/A,N/A,N/A,N/A,1.22,0
3649,Columbia University,2.4,Phd,Boston,F,1,1,1,2,Junior SWE,7/11,N/A,Junior SWE,7/17,7/18,Lawyer,12/21,12/22,3.51,0
3650,Colgate University,3.3,Bachelors,New York City,F,0,1,N/A,3,Lawyer,1/15,1/16,N/A,N/A,N/A,N/A,N/A,N/A,6.34,0
3651,Brown University,1.2,Bachelors,Miami,M,N/A,0,N/A,4,Chef,11/23,12/23,Lawyer,11/23,12/23,Junior SWE,10/15,10/16,2.2,0
3652,Colgate University,3.4,Masters,Washington D.C.,F,0,1,0,3,Data scientist,10/15,10/16,Chef,12/14,12/22,Junior SWE,9/17,9/21,2.59,1
3653,SUNY New Paltz,1.6,Bachelors,Boston,F,1,0,1,4,Senior SWE,6/17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.97,0
3654,SUNY New Paltz,1.7,Phd,Chicago,N/A,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.84,0
3655,Brown University,3.1,Phd,Washington D.C.,M,1,1,0,2,Chef,3/19,3/21,Senior SWE,2/20,2/22,ML Engineer,8/10,9/10,1.05,0
3656,Brown University,3.2,Phd,Los Angeles,N/A,N/A,1,0,4,Junior SWE,11/23,12/23,Senior SWE,10/13,10/17,N/A,N/A,N/A,5.39,0
3657,Brown University,4.0,Phd,Los Angeles,M,N/A,0,0,3,Data scientist,3/11,3/16,Bus Driver,6/20,6/22,Bus Driver,4/15,4/16,4.02,0
3658,Rhode Island School of Design,3.1,Bachelors,Miami,M,1,0,0,4,Junior SWE,5/17,5/18,Lawyer,7/23,8/23,Lawyer,11/11,11/14,7.7,0
3659,SUNY Binghamton University,2.8,Phd,Los Angeles,F,0,0,N/A,1,Lawyer,8/23,N/A,ML Engineer,10/20,10/21,Data scientist,6/13,6/19,0.63,0
3660,Bentley University,1.7,Masters,Miami,M,N/A,0,N/A,4,Chef,10/18,10/22,Senior SWE,5/14,5/17,Data scientist,7/14,7/16,8.48,0
3661,Columbia University,1.3,Phd,Miami,N/A,N/A,1,N/A,3,Data scientist,3/20,3/21,ML Engineer,2/10,3/10,Chef,9/17,9/20,9.47,0
3662,Colgate University,3.7,Masters,Boston,F,1,0,N/A,0,Data scientist,2/22,12/22,Lawyer,9/20,11/20,Bus Driver,2/23,10/23,9.74,0
3663,Colgate University,3.8,Phd,Washington D.C.,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.33,0
3664,Brown University,4.0,Masters,Washington D.C.,F,N/A,0,1,1,Bus Driver,12/19,12/20,Chef,12/14,12/22,Bus Driver,11/14,11/21,4.3,1
3665,Columbia University,2.7,Bachelors,Washington D.C.,F,1,1,N/A,1,Data scientist,3/18,3/19,Chef,5/17,5/20,Chef,11/11,11/16,6.14,0
3666,Colgate University,3.4,Bachelors,New York City,F,1,1,1,4,Junior SWE,10/10,N/A,Junior SWE,4/12,4/22,Junior SWE,4/14,4/17,7.36,0
3667,Rhode Island School of Design,1.4,Bachelors,New York City,M,N/A,1,N/A,4,Bus Driver,4/18,N/A,Junior SWE,4/12,4/19,ML Engineer,11/21,12/21,2.23,0
3668,SUNY Binghamton University,3.9,Masters,New York City,F,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.64,1
3669,Brown University,2.1,Phd,Detroit,M,1,0,0,2,Senior SWE,12/22,1/23,N/A,N/A,N/A,N/A,N/A,N/A,1.42,1
3670,Bentley University,2.5,Bachelors,Miami,F,1,0,0,0,Chef,2/13,2/18,Chef,8/11,8/18,Junior SWE,3/19,3/22,0.94,0
3671,Providence College,3.6,Bachelors,Providence,M,N/A,0,0,3,Senior SWE,1/18,8/18,Senior SWE,7/19,7/21,ML Engineer,4/19,4/21,9.26,0
3672,Rhode Island School of Design,1.4,Phd,Los Angeles,N/A,N/A,0,1,0,ML Engineer,8/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A,1.0,0
3673,Providence College,3.6,Masters,New York City,F,N/A,1,N/A,2,Junior SWE,4/20,4/22,Lawyer,3/17,3/22,Lawyer,9/20,9/22,2.38,0
3674,SUNY Binghamton University,1.5,Phd,Los Angeles,N/A,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16,0
3675,Rhode Island School of Design,1.3,Phd,Miami,M,1,0,1,0,Junior SWE,1/23,10/23,Data scientist,2/13,2/18,N/A,N/A,N/A,2.93,0
3676,Columbia University,4.0,Bachelors,Los Angeles,F,0,1,1,1,Bus Driver,11/11,11/19,Bus Driver,9/20,9/21,Junior SWE,8/10,8/19,4.35,0
3677,SUNY Binghamton University,3.4,Bachelors,Miami,N/A,N/A,0,1,0,Chef,10/18,12/18,Chef,5/18,5/19,Lawyer,6/17,6/21,7.92,0
3678,Brown University,2.5,Phd,Washington D.C.,F,1,0,0,2,Chef,11/12,12/12,Lawyer,12/19,12/21,Senior SWE,1/16,10/16,7.83,0
3679,Brown University,2.6,Phd,Chicago,N/A,1,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.45,0
3680,Providence College,1.6,Phd,Miami,F,0,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.8,1
3681,Bentley University,2.3,Bachelors,Los Angeles,M,1,0,1,0,Data scientist,3/17,3/22,Senior SWE,6/18,9/18,Senior SWE,1/11,1/19,5.07,1
