Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
2840,Bentley University,3.3000000000000016,Phd,Los Angeles,F,0,1,N/A,1,Bus Driver,3/14,3/15,Lawyer,1/10,1/16,Senior SWE,1/14,3/14
2841,Brown University,2.8000000000000016,Phd,Detroit,F,1,1,N/A,1,Lawyer,4/15,N/A,Chef,11/22,12/22,Bus Driver,5/10,5/18
2842,SUNY New Paltz,3.8000000000000025,Masters,Washington D.C.,M,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2843,Rhode Island School of Design,1.6000000000000003,Phd,Detroit,N/A,0,0,N/A,2,Data scientist,1/13,1/20,Lawyer,6/16,6/17,Junior SWE,2/19,2/21
2844,Colgate University,2.700000000000001,Bachelors,Washington D.C.,N/A,N/A,0,1,1,ML Engineer,11/17,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2845,Colgate University,2.8000000000000016,Masters,Detroit,F,N/A,0,1,4,Lawyer,1/17,1/22,Junior SWE,8/10,8/15,Bus Driver,4/19,4/20
2846,Columbia University,2.000000000000001,Masters,Boston,N/A,1,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2847,SUNY New Paltz,3.0000000000000018,Bachelors,Detroit,M,1,0,N/A,4,Data scientist,4/23,7/23,N/A,N/A,N/A,N/A,N/A,N/A
2848,Columbia University,4.000000000000003,Masters,Washington D.C.,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2849,SUNY Binghamton University,2.500000000000001,Masters,Boston,N/A,1,1,1,4,Chef,1/21,10/21,Chef,3/10,7/10,Data scientist,9/18,9/20
2850,Colgate University,1.9000000000000006,Bachelors,New York City,N/A,N/A,1,0,4,Junior SWE,1/19,1/21,Lawyer,11/20,11/21,Chef,10/18,12/18
2851,Providence College,2.500000000000001,Bachelors,Miami,N/A,N/A,0,N/A,3,Senior SWE,2/23,8/23,Data scientist,5/21,11/21,Lawyer,5/12,5/16
2852,Providence College,2.4000000000000012,Masters,Chicago,N/A,1,0,0,3,Lawyer,12/11,12/21,N/A,N/A,N/A,N/A,N/A,N/A
2853,Brown University,2.9000000000000012,Masters,Chicago,N/A,0,0,N/A,3,Senior SWE,9/17,9/21,Chef,11/18,11/19,ML Engineer,3/19,3/21
2854,Columbia University,2.3000000000000007,Masters,Detroit,F,N/A,1,0,0,Chef,3/18,3/19,Chef,1/11,1/14,Junior SWE,1/22,10/22
2855,Bentley University,3.900000000000002,Bachelors,Chicago,F,1,1,0,1,Junior SWE,4/19,11/19,Data scientist,7/15,7/17,Data scientist,9/20,12/20
2856,Bentley University,3.900000000000002,Phd,Los Angeles,M,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2857,Brown University,3.3000000000000016,Masters,Providence,M,N/A,0,N/A,1,Data scientist,7/13,N/A,Chef,6/10,6/11,ML Engineer,5/14,5/21
2858,Rhode Island School of Design,2.4000000000000012,Bachelors,Chicago,F,N/A,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2859,Bentley University,1.4000000000000001,Phd,Chicago,N/A,N/A,0,0,4,Data scientist,3/15,3/20,N/A,N/A,N/A,N/A,N/A,N/A
2860,Bentley University,2.9000000000000012,Phd,Los Angeles,F,1,0,N/A,4,Chef,12/17,1/18,Lawyer,4/11,4/17,Lawyer,3/21,11/21
2861,Rhode Island School of Design,2.500000000000001,Phd,Miami,M,N/A,1,N/A,1,Bus Driver,5/23,10/23,ML Engineer,2/12,2/20,Lawyer,11/10,11/20
2862,Columbia University,3.900000000000002,Phd,Detroit,F,N/A,0,N/A,1,Bus Driver,3/10,3/14,Lawyer,11/10,11/13,Data scientist,6/12,6/19
2863,Providence College,2.500000000000001,Masters,Detroit,M,1,1,1,3,Senior SWE,11/19,11/21,Lawyer,11/19,11/20,Data scientist,4/20,4/21
2864,SUNY Binghamton University,1.8000000000000005,Bachelors,Los Angeles,N/A,0,0,N/A,3,ML Engineer,11/10,11/18,Bus Driver,3/21,4/21,Chef,11/18,12/18
2865,Rhode Island School of Design,3.5000000000000018,Masters,Boston,F,1,0,N/A,4,Bus Driver,12/18,12/19,ML Engineer,10/15,10/22,ML Engineer,6/20,10/20
2866,Bentley University,3.1000000000000014,Masters,Miami,N/A,0,1,N/A,4,Chef,2/22,12/22,ML Engineer,12/17,12/19,Junior SWE,8/14,8/16
2867,Columbia University,2.500000000000001,Phd,Los Angeles,N/A,N/A,0,1,3,Junior SWE,8/22,12/22,Senior SWE,6/22,11/22,Bus Driver,3/12,3/20
2868,SUNY Binghamton University,2.500000000000001,Phd,Providence,M,N/A,0,N/A,1,Bus Driver,4/17,4/18,ML Engineer,1/12,1/13,Senior SWE,12/17,12/22
2869,SUNY New Paltz,2.9000000000000012,Masters,Los Angeles,M,N/A,1,0,1,Junior SWE,10/12,10/20,Data scientist,12/19,1/20,ML Engineer,6/23,9/23
2870,Bentley University,1.4000000000000001,Masters,Boston,N/A,0,0,1,3,Data scientist,2/18,2/22,Bus Driver,10/10,10/17,Data scientist,1/16,10/16
2871,Colgate University,2.1000000000000005,Phd,Boston,M,N/A,1,N/A,0,Bus Driver,7/19,12/19,Bus Driver,9/11,9/16,Data scientist,4/15,4/20
2872,SUNY Binghamton University,2.1000000000000005,Phd,New York City,N/A,1,1,1,1,Chef,9/11,9/13,N/A,N/A,N/A,N/A,N/A,N/A
2873,Providence College,1.9000000000000006,Phd,Los Angeles,F,N/A,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2874,Providence College,2.200000000000001,Masters,Detroit,M,1,0,N/A,2,Data scientist,2/21,2/22,Junior SWE,1/17,1/20,Senior SWE,9/19,9/21
2875,Rhode Island School of Design,3.1000000000000014,Bachelors,Boston,N/A,0,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2876,Rhode Island School of Design,1.6000000000000003,Masters,Los Angeles,N/A,1,0,1,4,Lawyer,10/17,11/17,Junior SWE,10/14,10/15,Senior SWE,2/12,2/15
2877,Providence College,1.9000000000000006,Masters,Providence,M,1,1,1,0,Data scientist,11/17,11/19,ML Engineer,9/23,12/23,N/A,N/A,N/A
2878,Providence College,3.6000000000000023,Masters,Los Angeles,F,1,1,1,3,Junior SWE,2/18,2/21,Junior SWE,3/22,11/22,Lawyer,5/21,5/22
2879,Providence College,1.8000000000000005,Masters,Washington D.C.,N/A,0,1,0,4,Bus Driver,9/15,N/A,Chef,4/17,4/20,ML Engineer,2/19,6/19
2880,Brown University,3.3000000000000016,Phd,Miami,N/A,N/A,1,0,1,Junior SWE,1/14,1/21,Lawyer,6/15,6/20,Senior SWE,11/12,11/20
2881,Brown University,2.6000000000000014,Phd,Detroit,M,1,0,0,0,Junior SWE,3/11,3/18,Junior SWE,10/17,10/20,Lawyer,6/23,9/23
2882,Bentley University,1.9000000000000006,Bachelors,New York City,N/A,N/A,1,1,3,Junior SWE,10/19,10/21,Data scientist,12/11,12/22,ML Engineer,10/22,11/22
2883,Columbia University,2.9000000000000012,Masters,Detroit,F,0,1,0,1,Chef,7/20,7/22,Junior SWE,12/22,1/23,Senior SWE,6/17,6/22
2884,SUNY Binghamton University,1.9000000000000006,Phd,Miami,N/A,0,1,1,3,ML Engineer,9/16,11/16,Lawyer,2/14,2/16,Bus Driver,9/19,11/19
2885,Providence College,2.000000000000001,Bachelors,Los Angeles,F,1,0,N/A,1,Senior SWE,2/12,2/20,N/A,N/A,N/A,N/A,N/A,N/A
2886,Providence College,2.200000000000001,Bachelors,Chicago,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2887,Providence College,2.200000000000001,Phd,Detroit,F,0,0,1,0,Chef,12/17,12/20,Senior SWE,12/19,1/20,N/A,N/A,N/A
2888,Rhode Island School of Design,2.6000000000000014,Masters,Boston,M,1,0,1,2,Bus Driver,8/19,11/19,Senior SWE,9/11,9/16,ML Engineer,4/14,4/21
2889,Brown University,4.000000000000003,Phd,Chicago,N/A,N/A,0,N/A,0,Senior SWE,10/23,12/23,N/A,N/A,N/A,N/A,N/A,N/A
2890,Rhode Island School of Design,3.700000000000002,Phd,Miami,F,1,0,0,3,Junior SWE,5/21,11/21,Lawyer,6/15,6/22,Lawyer,10/14,10/22
2891,Providence College,1.8000000000000005,Bachelors,Providence,M,1,1,N/A,0,Senior SWE,11/21,12/21,N/A,N/A,N/A,N/A,N/A,N/A
2892,Bentley University,2.8000000000000016,Masters,Los Angeles,M,0,0,0,0,Senior SWE,5/22,12/22,Lawyer,9/13,9/14,Chef,4/21,8/21
2893,Colgate University,2.700000000000001,Bachelors,Los Angeles,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2894,Brown University,3.400000000000002,Phd,Chicago,N/A,0,0,0,1,Data scientist,12/20,1/21,ML Engineer,1/19,8/19,Junior SWE,1/23,2/23
2895,Bentley University,1.6000000000000003,Bachelors,Los Angeles,N/A,0,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2896,Rhode Island School of Design,2.3000000000000007,Bachelors,Boston,N/A,1,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2897,Bentley University,3.700000000000002,Masters,Chicago,M,N/A,1,0,1,Senior SWE,8/11,8/21,N/A,N/A,N/A,N/A,N/A,N/A
2898,Bentley University,2.1000000000000005,Bachelors,Detroit,F,1,1,N/A,3,Data scientist,12/14,12/16,Bus Driver,1/19,1/22,Chef,9/16,9/20
2899,SUNY New Paltz,3.200000000000002,Masters,Boston,M,1,0,0,4,Junior SWE,12/10,12/17,Chef,3/16,3/18,Data scientist,12/11,12/21
2900,SUNY New Paltz,1.6000000000000003,Bachelors,Detroit,F,1,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2901,Colgate University,3.900000000000002,Phd,New York City,N/A,1,0,N/A,0,Bus Driver,8/19,8/22,ML Engineer,9/14,9/19,Junior SWE,6/23,8/23
2902,Brown University,3.5000000000000018,Masters,Chicago,N/A,1,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2903,Colgate University,1.8000000000000005,Bachelors,Los Angeles,F,N/A,0,1,3,Data scientist,2/13,2/19,Junior SWE,2/23,3/23,Junior SWE,2/13,6/13
2904,Rhode Island School of Design,1.8000000000000005,Phd,Providence,M,1,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2905,Columbia University,3.1000000000000014,Phd,Chicago,F,N/A,1,1,4,Data scientist,7/15,7/20,ML Engineer,3/13,3/21,Junior SWE,2/19,2/20
2906,Colgate University,3.5000000000000018,Phd,Washington D.C.,M,0,0,0,1,Data scientist,8/19,N/A,ML Engineer,6/22,12/22,Chef,3/17,3/20
2907,Columbia University,1.3,Bachelors,New York City,M,N/A,0,0,1,Chef,4/10,4/19,N/A,N/A,N/A,N/A,N/A,N/A
2908,Colgate University,2.500000000000001,Masters,Providence,M,N/A,0,1,1,Lawyer,6/14,6/17,Senior SWE,9/12,9/19,Senior SWE,12/18,12/22
2909,Providence College,2.500000000000001,Bachelors,Miami,M,0,0,N/A,1,ML Engineer,5/21,6/21,Junior SWE,2/10,2/18,N/A,N/A,N/A
2910,Brown University,1.6000000000000003,Phd,Boston,M,N/A,1,0,2,ML Engineer,3/11,3/22,Senior SWE,6/12,6/20,Chef,4/18,4/22
2911,Brown University,1.7000000000000004,Masters,Miami,M,0,0,1,0,Bus Driver,4/12,4/13,Data scientist,6/18,6/21,Data scientist,2/23,8/23
2912,Bentley University,3.1000000000000014,Phd,Los Angeles,N/A,0,0,1,2,Data scientist,4/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A
2913,Bentley University,3.3000000000000016,Phd,Boston,F,0,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2914,Columbia University,3.8000000000000025,Bachelors,Boston,F,1,1,1,2,Bus Driver,4/17,4/21,N/A,N/A,N/A,N/A,N/A,N/A
2915,Bentley University,3.1000000000000014,Phd,Detroit,F,N/A,0,0,2,ML Engineer,10/11,10/15,Chef,12/22,1/23,Bus Driver,1/13,1/22
2916,Columbia University,3.700000000000002,Masters,Miami,F,0,1,0,3,Senior SWE,5/13,5/16,Lawyer,3/15,3/19,Data scientist,11/19,11/22
2917,SUNY Binghamton University,2.700000000000001,Masters,New York City,M,0,1,1,2,Data scientist,5/16,5/21,Bus Driver,9/18,9/21,Chef,5/11,11/11
2918,Bentley University,1.7000000000000004,Bachelors,Detroit,M,N/A,0,1,1,Junior SWE,6/23,9/23,N/A,N/A,N/A,N/A,N/A,N/A
2919,Brown University,1.6000000000000003,Masters,New York City,N/A,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2920,Bentley University,2.4000000000000012,Phd,Providence,M,N/A,0,N/A,3,Lawyer,11/16,11/18,Lawyer,7/17,7/22,ML Engineer,5/19,5/20
2921,Rhode Island School of Design,3.0000000000000018,Phd,New York City,F,N/A,0,N/A,1,Lawyer,5/16,5/22,Senior SWE,1/22,3/22,Data scientist,6/11,6/12
2922,SUNY Binghamton University,2.4000000000000012,Phd,Detroit,F,1,0,0,4,Bus Driver,2/10,2/14,N/A,N/A,N/A,N/A,N/A,N/A
2923,Rhode Island School of Design,2.6000000000000014,Bachelors,Boston,F,1,1,0,2,Lawyer,7/19,7/21,Chef,7/20,7/22,ML Engineer,11/10,11/11
2924,Rhode Island School of Design,3.3000000000000016,Bachelors,Detroit,M,N/A,0,1,3,ML Engineer,4/12,4/20,Junior SWE,12/22,1/23,N/A,N/A,N/A
2925,Rhode Island School of Design,1.4000000000000001,Phd,Detroit,F,1,1,N/A,0,Senior SWE,7/15,7/18,Senior SWE,6/18,6/22,Senior SWE,6/10,6/19
2926,Columbia University,3.3000000000000016,Masters,Providence,M,1,0,1,3,Lawyer,12/16,N/A,Lawyer,8/16,8/22,Chef,9/11,9/20
2927,Providence College,1.5000000000000002,Masters,Washington D.C.,N/A,0,1,N/A,4,ML Engineer,7/13,7/15,Chef,12/22,1/23,Lawyer,3/11,3/15
2928,Rhode Island School of Design,2.3000000000000007,Masters,Boston,F,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2929,SUNY New Paltz,1.2,Masters,Providence,F,0,1,N/A,4,ML Engineer,6/17,11/17,Data scientist,11/23,12/23,N/A,N/A,N/A
2930,Brown University,1.3,Bachelors,Providence,N/A,0,0,0,0,Bus Driver,7/23,9/23,ML Engineer,4/17,4/19,Senior SWE,8/11,8/16
2931,Columbia University,2.000000000000001,Masters,Detroit,F,N/A,0,0,0,Chef,8/13,8/19,Lawyer,6/11,6/18,ML Engineer,6/20,9/20
2932,Colgate University,1.9000000000000006,Bachelors,Detroit,N/A,0,0,0,0,Bus Driver,6/13,6/16,Senior SWE,12/23,1/24,ML Engineer,7/23,12/23
2933,Colgate University,3.0000000000000018,Masters,New York City,N/A,0,1,N/A,3,Data scientist,8/21,11/21,Junior SWE,2/12,2/20,Junior SWE,1/23,7/23
2934,Bentley University,2.3000000000000007,Masters,Providence,M,1,1,1,0,Junior SWE,2/10,N/A,Bus Driver,2/14,2/18,Junior SWE,5/11,7/11
2935,SUNY New Paltz,2.9000000000000012,Masters,Providence,M,1,0,1,1,Data scientist,9/13,N/A,Junior SWE,10/10,10/15,ML Engineer,7/15,7/21
2936,SUNY New Paltz,1.6000000000000003,Masters,Providence,N/A,N/A,0,N/A,0,ML Engineer,8/11,8/21,Senior SWE,4/23,8/23,N/A,N/A,N/A
2937,Bentley University,2.1000000000000005,Phd,Detroit,M,1,1,0,2,Data scientist,6/21,6/22,Lawyer,1/23,4/23,Senior SWE,2/10,2/21
2938,Columbia University,3.400000000000002,Bachelors,Washington D.C.,M,N/A,1,N/A,0,Senior SWE,2/15,2/21,Data scientist,3/15,3/18,ML Engineer,9/10,9/22
2939,SUNY Binghamton University,3.5000000000000018,Bachelors,Chicago,F,N/A,1,0,2,Data scientist,9/18,10/18,ML Engineer,7/21,8/21,Junior SWE,6/10,6/22
2940,SUNY Binghamton University,1.8000000000000005,Phd,Washington D.C.,F,N/A,0,1,4,Lawyer,2/23,7/23,Bus Driver,8/13,8/14,Senior SWE,10/13,10/16
2941,Colgate University,1.3,Phd,Providence,M,0,1,1,4,Senior SWE,8/21,8/22,Junior SWE,7/21,7/22,Junior SWE,3/22,7/22
2942,Bentley University,3.5000000000000018,Masters,Miami,M,0,0,0,1,Data scientist,11/16,N/A,Data scientist,2/19,4/19,N/A,N/A,N/A
2943,SUNY Binghamton University,2.1000000000000005,Bachelors,Los Angeles,M,0,1,N/A,2,Chef,9/17,9/20,Bus Driver,2/12,2/13,Lawyer,11/17,12/17
2944,Brown University,1.2,Phd,Miami,M,N/A,0,0,0,Bus Driver,11/22,12/22,Bus Driver,1/16,1/18,Chef,6/10,6/16
2945,SUNY New Paltz,1.7000000000000004,Masters,Los Angeles,M,1,1,0,4,Chef,1/13,11/13,N/A,N/A,N/A,N/A,N/A,N/A
2946,SUNY New Paltz,1.7000000000000004,Phd,Miami,M,0,1,0,2,Junior SWE,3/10,3/18,Bus Driver,1/19,1/20,Data scientist,6/11,6/18
2947,Rhode Island School of Design,1.2,Masters,New York City,N/A,N/A,0,1,3,Lawyer,4/22,12/22,N/A,N/A,N/A,N/A,N/A,N/A
2948,Bentley University,3.1000000000000014,Bachelors,Detroit,N/A,N/A,1,0,4,Senior SWE,5/12,5/22,Bus Driver,12/13,1/14,Chef,7/11,7/14
2949,SUNY New Paltz,1.7000000000000004,Masters,Chicago,F,0,1,0,0,Data scientist,4/11,4/16,Senior SWE,5/22,10/22,N/A,N/A,N/A
2950,SUNY Binghamton University,3.8000000000000025,Bachelors,Detroit,F,N/A,1,N/A,2,Bus Driver,3/16,3/22,Senior SWE,11/13,11/18,Senior SWE,3/20,3/21
2951,SUNY New Paltz,1.2,Bachelors,New York City,F,N/A,1,N/A,2,Lawyer,9/10,9/13,Bus Driver,7/23,9/23,Junior SWE,8/19,8/21
2952,Rhode Island School of Design,1.4000000000000001,Masters,Washington D.C.,F,1,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2953,SUNY New Paltz,1.2,Masters,Boston,N/A,0,0,N/A,2,Junior SWE,7/15,7/22,Chef,8/15,8/20,Lawyer,2/15,2/20
2954,Brown University,3.8000000000000025,Bachelors,New York City,F,N/A,0,0,4,Senior SWE,10/18,10/20,Bus Driver,3/23,8/23,N/A,N/A,N/A
2955,Bentley University,2.500000000000001,Masters,Washington D.C.,F,0,1,1,4,ML Engineer,4/14,4/16,Chef,8/20,8/22,Lawyer,4/10,10/10
2956,SUNY New Paltz,3.0000000000000018,Bachelors,Los Angeles,F,0,1,N/A,1,ML Engineer,4/16,4/19,Bus Driver,10/11,10/17,Lawyer,1/19,1/20
2957,Rhode Island School of Design,3.900000000000002,Phd,Los Angeles,F,1,0,0,3,ML Engineer,7/23,12/23,Bus Driver,7/11,8/11,Bus Driver,10/12,10/16
2958,Columbia University,1.5000000000000002,Phd,Chicago,M,0,1,0,3,Senior SWE,3/18,3/22,Senior SWE,5/21,6/21,Bus Driver,12/23,1/24
2959,Colgate University,1.6000000000000003,Phd,Los Angeles,N/A,0,0,0,3,Data scientist,12/14,12/19,Junior SWE,9/17,9/18,Chef,8/13,8/22
2960,SUNY New Paltz,1.5000000000000002,Phd,Miami,M,N/A,1,0,1,Lawyer,7/17,7/21,ML Engineer,12/17,12/22,Bus Driver,8/12,8/14
2961,Columbia University,3.1000000000000014,Bachelors,Providence,N/A,1,1,0,2,Junior SWE,9/14,9/20,N/A,N/A,N/A,N/A,N/A,N/A
2962,Bentley University,2.8000000000000016,Bachelors,Chicago,F,N/A,0,N/A,2,ML Engineer,3/19,3/20,ML Engineer,5/11,5/13,ML Engineer,6/10,6/20
2963,SUNY Binghamton University,3.200000000000002,Bachelors,Los Angeles,F,1,0,0,1,Chef,1/18,1/21,ML Engineer,3/19,3/22,Junior SWE,8/12,8/19
2964,Columbia University,1.3,Masters,Providence,M,N/A,1,N/A,1,Junior SWE,10/10,10/20,Chef,9/22,11/22,Junior SWE,11/20,11/21
2965,Rhode Island School of Design,1.4000000000000001,Bachelors,New York City,M,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2966,Columbia University,1.8000000000000005,Phd,Boston,N/A,N/A,1,1,1,Lawyer,9/13,9/22,Chef,12/11,12/13,Chef,5/23,8/23
2967,SUNY Binghamton University,3.8000000000000025,Bachelors,New York City,N/A,0,0,0,1,Junior SWE,8/17,11/17,Senior SWE,8/15,8/22,Lawyer,7/18,7/19
2968,Brown University,1.4000000000000001,Bachelors,New York City,M,N/A,0,N/A,2,Senior SWE,10/16,10/19,Lawyer,3/17,3/20,Data scientist,1/20,1/22
2969,Colgate University,2.000000000000001,Bachelors,Miami,N/A,N/A,1,1,1,Chef,9/18,9/20,Junior SWE,3/23,7/23,Bus Driver,3/21,9/21
2970,Colgate University,2.8000000000000016,Masters,Washington D.C.,N/A,1,1,N/A,1,Junior SWE,5/11,5/21,N/A,N/A,N/A,N/A,N/A,N/A
2971,Brown University,2.3000000000000007,Masters,Chicago,F,1,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2972,SUNY New Paltz,1.9000000000000006,Bachelors,Miami,F,N/A,0,0,3,Senior SWE,1/14,5/14,ML Engineer,10/11,10/13,Bus Driver,8/13,8/14
2973,Columbia University,3.900000000000002,Phd,Los Angeles,M,N/A,1,N/A,2,Junior SWE,4/10,4/19,Chef,10/14,12/14,Junior SWE,6/15,6/20
2974,Brown University,2.1000000000000005,Bachelors,New York City,F,N/A,0,0,1,Bus Driver,1/13,1/14,Senior SWE,3/22,12/22,Lawyer,5/20,5/21
2975,Rhode Island School of Design,3.200000000000002,Phd,Boston,M,0,0,0,1,Chef,6/21,9/21,Junior SWE,1/18,1/21,Chef,4/10,4/15
2976,Colgate University,2.3000000000000007,Masters,Los Angeles,N/A,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2977,Rhode Island School of Design,1.7000000000000004,Bachelors,New York City,M,N/A,0,1,2,Chef,7/18,7/20,Chef,8/20,8/22,Bus Driver,8/16,8/19
2978,Columbia University,4.000000000000003,Phd,New York City,M,1,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2979,SUNY New Paltz,2.9000000000000012,Masters,Detroit,F,1,1,0,3,Chef,7/12,7/22,Data scientist,12/17,12/22,Bus Driver,4/15,4/22
2980,Bentley University,3.900000000000002,Masters,Detroit,M,1,0,1,2,Chef,2/23,10/23,ML Engineer,10/23,12/23,Chef,11/12,11/19
2981,Colgate University,2.1000000000000005,Bachelors,Los Angeles,F,1,0,1,3,Senior SWE,3/18,3/20,Data scientist,5/19,12/19,Bus Driver,11/19,11/20
2982,Providence College,2.200000000000001,Masters,Boston,N/A,N/A,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2983,Brown University,2.8000000000000016,Masters,Providence,F,N/A,1,1,3,Senior SWE,8/12,8/13,N/A,N/A,N/A,N/A,N/A,N/A
2984,Rhode Island School of Design,1.4000000000000001,Phd,Chicago,N/A,N/A,0,0,1,Senior SWE,3/10,3/22,ML Engineer,5/22,10/22,ML Engineer,12/12,12/20
2985,Bentley University,2.000000000000001,Masters,Washington D.C.,M,0,0,0,3,Chef,5/18,5/20,Bus Driver,11/16,11/19,Chef,7/21,11/21
2986,Colgate University,3.0000000000000018,Phd,Detroit,N/A,0,0,0,0,Junior SWE,4/22,10/22,ML Engineer,9/15,9/22,Lawyer,8/21,8/22
2987,SUNY Binghamton University,2.200000000000001,Masters,Los Angeles,N/A,1,1,N/A,2,Chef,2/13,2/19,Junior SWE,6/17,6/18,Lawyer,9/19,9/20
2988,Colgate University,2.500000000000001,Bachelors,Providence,N/A,0,0,1,0,Chef,5/21,5/22,Data scientist,3/15,3/18,Chef,6/22,9/22
2989,Columbia University,1.9000000000000006,Phd,Detroit,F,0,1,0,3,Lawyer,10/21,10/22,Bus Driver,5/10,5/19,Junior SWE,9/10,9/11
2990,SUNY New Paltz,2.1000000000000005,Phd,Providence,N/A,1,1,0,2,ML Engineer,12/22,1/23,N/A,N/A,N/A,N/A,N/A,N/A
2991,Brown University,3.200000000000002,Phd,Chicago,N/A,0,1,1,3,Junior SWE,4/22,8/22,Data scientist,3/12,3/15,Lawyer,4/21,5/21
2992,Colgate University,2.700000000000001,Bachelors,Miami,N/A,1,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2993,SUNY New Paltz,2.4000000000000012,Masters,Detroit,M,N/A,0,N/A,3,Lawyer,3/12,3/13,Bus Driver,6/17,6/18,Senior SWE,11/23,12/23
2994,SUNY New Paltz,3.900000000000002,Phd,Boston,F,1,0,1,1,Senior SWE,1/15,1/18,Chef,7/20,9/20,Lawyer,12/14,1/15
2995,SUNY New Paltz,3.1000000000000014,Masters,Detroit,F,0,0,1,4,Lawyer,12/22,1/23,Bus Driver,10/16,12/16,Senior SWE,8/16,8/18
2996,Columbia University,2.8000000000000016,Masters,Detroit,F,1,0,1,4,Senior SWE,1/12,1/22,Senior SWE,12/21,1/22,N/A,N/A,N/A
2997,Brown University,3.200000000000002,Phd,Miami,F,0,1,1,0,Junior SWE,11/14,11/17,Bus Driver,2/12,2/16,Bus Driver,7/11,7/15
2998,SUNY Binghamton University,2.500000000000001,Phd,Miami,N/A,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2999,Rhode Island School of Design,2.4000000000000012,Masters,Chicago,N/A,N/A,1,1,0,Lawyer,12/11,N/A,Lawyer,10/11,10/16,Lawyer,8/22,10/22
3000,Columbia University,2.9000000000000012,Bachelors,Detroit,M,N/A,1,1,0,Data scientist,7/20,7/21,ML Engineer,4/14,11/14,Senior SWE,2/17,2/21
3001,Colgate University,3.3000000000000016,Masters,Detroit,F,1,0,1,1,ML Engineer,5/18,N/A,ML Engineer,2/17,2/20,Data scientist,12/19,12/21
3002,Colgate University,1.7000000000000004,Phd,Boston,N/A,1,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3003,Bentley University,3.700000000000002,Bachelors,Miami,M,N/A,1,1,0,Junior SWE,8/23,10/23,Bus Driver,3/23,11/23,Chef,6/18,6/20
3004,SUNY New Paltz,3.0000000000000018,Phd,Boston,M,N/A,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3005,Colgate University,1.2,Phd,Chicago,M,1,0,0,1,Senior SWE,4/13,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3006,Brown University,2.3000000000000007,Phd,Washington D.C.,N/A,0,0,0,4,Data scientist,10/16,10/21,N/A,N/A,N/A,N/A,N/A,N/A
3007,Brown University,1.7000000000000004,Masters,Washington D.C.,M,1,1,N/A,2,Bus Driver,3/13,3/21,Lawyer,12/16,1/17,ML Engineer,11/15,11/19
3008,Rhode Island School of Design,3.900000000000002,Bachelors,New York City,M,N/A,0,0,3,Junior SWE,12/19,1/20,Chef,6/12,6/19,ML Engineer,9/12,9/22
3009,Columbia University,1.3,Bachelors,Washington D.C.,F,1,1,0,4,Chef,11/15,11/20,Junior SWE,9/12,9/17,Data scientist,12/22,1/23
